name,dg_c2_pb_mean,dg_c2_gb_mean,dg_ie_pb_mean,dg_ie_gb_mean,dg_qh_pb_mean,dg_qh_gb_mean,dg_en_pb_mean,dg_en_gb_mean,c2_pb_mean,c2_gb_mean,ie_pb_mean,ie_gb_mean,qh_mean,dg_c2_pb_sem,dg_c2_gb_sem,dg_ie_pb_sem,dg_ie_gb_sem,dg_qh_pb_sem,dg_qh_gb_sem,dg_en_pb_sem,dg_en_gb_sem,c2_pb_sem,c2_gb_sem,ie_pb_sem,ie_gb_sem,qh_sem,num_replicas,total_samples
lig_27,13.695439603174611,9.441655661523814,-24.228994980158724,-28.48277892180952,,,-33.60525539682539,-37.85903933847619,47.300695,47.300695,9.376260416666668,9.376260416666668,,1.9922150028128953,2.0002835405196047,0.49865665741148935,0.517916369367378,,,0.21007252296129936,0.23086201751430174,1.978161046304217,1.978161046304217,0.46836200408687945,0.46836200408687945,,3,60
lig_28,10.309840952380934,5.876646158285694,-26.177619464285733,-30.610814258380973,,,-34.92515071428573,-39.35834550838097,45.234991666666666,45.234991666666666,8.74753125,8.74753125,,2.5093892500265005,2.541600838046096,0.6627752141815975,0.7059676396567854,,,0.2199037005719589,0.29042811585112943,2.445651275048947,2.445651275048947,0.5458991702215679,0.5458991702215679,,3,60
lig_30,11.636535000000059,6.78220552393656,-26.010265833333275,-30.864595309396773,,,-35.86957833333327,-40.72390780939677,47.50611333333333,47.50611333333333,9.8593125,9.8593125,,3.0162951596236227,3.0035513382947467,0.607730149380837,0.6794842299812485,,,0.24688213850290475,0.39203538764282475,2.9497171897047902,2.9497171897047902,0.5315756393750019,0.5315756393750019,,3,60
lig_31,9.206459682539704,3.735458692698431,-29.717811567460295,-35.188812557301574,,,-38.3489053174603,-43.81990630730157,47.555365,47.555365,8.63109375,8.63109375,,2.545595483742167,2.5420666641116467,0.50689531783291,0.5167449010392089,,,0.23437474740498182,0.2367076251422248,2.5390116254618937,2.5390116254618937,0.47986658610783817,0.47986658610783817,,3,60
lig_32,18.925663095238082,14.57038559238094,-25.43024148809525,-29.78551899095239,,,-36.008126904761916,-40.363404407619065,54.93379,54.93379,10.577885416666668,10.577885416666668,,3.283564807620247,3.3318953286558117,0.6473907770552563,0.7516003757624335,,,0.30522664826230883,0.4630037694732401,3.0971147841775553,3.0971147841775553,0.45751124505039287,0.45751124505039287,,3,60
lig_33,19.77907047619046,15.314055677269819,-26.31974494047621,-30.784759739396847,,,-36.03681785714287,-40.50183265606351,55.81588833333333,55.81588833333333,9.717072916666666,9.717072916666666,,3.6864819142782244,3.7534899047271426,0.7831438197811534,0.9112952602186606,,,0.3781374760043844,0.5710742128586644,3.4852084659055524,3.4852084659055524,0.5850910701776144,0.5850910701776144,,3,60
lig_34,4.330129841269837,-1.9443613737142869,-30.191753492063494,-36.46624470704762,,,-39.16804515873016,-45.44253637371428,43.498174999999996,43.498174999999996,8.976291666666667,8.976291666666667,,1.6844802614466463,1.7002430247608946,0.5212201261021396,0.5352259206261639,,,0.17194222231345832,0.19676892315273184,1.679722975227271,1.679722975227271,0.48403310237758457,0.48403310237758457,,3,60
lig_35,9.471594365079351,4.857841568253954,-30.533852301587316,-35.14760509841271,,,-39.11151896825398,-43.72527176507938,48.58311333333334,48.58311333333334,8.577666666666666,8.577666666666666,,2.366856974281809,2.4227216160025313,0.6051777793241995,0.6736077567829257,,,0.20263046619208566,0.34582122376764646,2.305044319332576,2.305044319332576,0.5458441678664423,0.5458441678664423,,3,60
lig_36,9.75560492063494,4.749020991873039,-31.860760496031727,-36.86734442479363,,,-41.49854174603173,-46.505125674793625,51.254146666666664,51.254146666666664,9.63778125,9.63778125,,2.7245031799287505,2.7755040417971717,0.6824929090491593,0.7487140630216003,,,0.3038207090963437,0.42163757520989886,2.617520468782272,2.617520468782272,0.548988662424747,0.548988662424747,,3,60
lig_37,1.3741935714286109,-3.741510603111076,-33.091236428571385,-38.20694060311108,,,-42.00106976190472,-47.1167739364444,43.375263333333336,43.375263333333336,8.909833333333333,8.909833333333333,,2.06697113254047,2.02699551723437,0.528269759380347,0.525739493509441,,,0.12850540172160743,0.1893129965743451,2.062026873706261,2.062026873706261,0.4920959325115112,0.4920959325115112,,3,60
